Accident_Index,Age_Band_of_Driver,Age_of_Vehicle,Driver_Home_Area_Type,Driver_IMD_Decile,Engine_Capacity_.CC.,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Journey_Purpose_of_Driver,Junction_Location,make,model,Propulsion_Code,Sex_of_Driver,Skidding_and_Overturning,Towing_and_Articulation,Vehicle_Leaving_Carriageway,Vehicle_Location.Restricted_Lane,Vehicle_Manoeuvre,Vehicle_Reference,Vehicle_Type,Was_Vehicle_Left_Hand_Drive,X1st_Point_of_Impact,Year
200401BS00325,46 - 55,6,Urban area,4,3996,None,None,Data missing or out of range,Data missing or out of range,JAGUAR,XK8 COUPE AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,109,Data missing or out of range,Offside,2004
200401BS00327,26 - 35,10,Data missing or out of range,NA,999,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead right-hand bend,1,106,Data missing or out of range,Front,2004
200401BS00327,Data missing or out of range,2,Urban area,8,2151,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,E220 CDI CLASSIC AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,2,109,Data missing or out of range,Front,2004
200401BS00329,Data missing or out of range,2,Urban area,3,1998,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,C180 ELEGANCE AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Turning left,2,109,Data missing or out of range,Nearside,2004
200401BS00330,26 - 35,6,Urban area,1,NA,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,Bus or coach (17 or more pass seats),Data missing or out of range,Nearside,2004
200401BS00332,36 - 45,NA,Urban area,10,2979,None,None,Data missing or out of range,Data missing or out of range,BMW,530I SE AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Moving off,1,109,Data missing or out of range,Front,2004
200401BS00332,26 - 35,8,Urban area,3,1590,None,None,Data missing or out of range,Data missing or out of range,HONDA,CIVIC 1.6I LS AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Turning right,2,109,Data missing or out of range,Nearside,2004
200401BS00334,26 - 35,4,Urban area,5,1796,None,None,Data missing or out of range,Data missing or out of range,ROVER,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,109,Data missing or out of range,Back,2004
200401BS00335,Data missing or out of range,12,Data missing or out of range,NA,1986,None,None,Data missing or out of range,Data missing or out of range,VOLVO,940 SE TURBO A,Petrol,Not known,None,No tow/articulation,Did not leave carriageway,0,Reversing,1,109,Data missing or out of range,Back,2004
200401BS00336,Data missing or out of range,5,Data missing or out of range,NA,2771,None,None,Data missing or out of range,Data missing or out of range,AUDI,A8 2.8 AUTO,Petrol,Not known,None,No tow/articulation,Did not leave carriageway,0,Turning left,1,109,Data missing or out of range,Front,2004
200401BS00337,Data missing or out of range,1,Urban area,2,12000,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Nearside,2004
200401BS00338,21 - 25,NA,Urban area,2,102,None,None,Data missing or out of range,Data missing or out of range,HONDA,SCV100F-E,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401BS00339,36 - 45,1,Urban area,7,1997,None,None,Data missing or out of range,Data missing or out of range,PEUGEOT,307 SW S HDI,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,U-turn,1,109,Data missing or out of range,Back,2004
200401BS00339,26 - 35,NA,Urban area,5,124,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,VESPA GT 125,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking - nearside,2,Motorcycle 125cc and under,Data missing or out of range,Back,2004
200401BS00340,26 - 35,2,Urban area,3,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Moving off,1,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401BS00343,26 - 35,2,Urban area,3,124,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,B 125,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401BS00344,46 - 55,3,Urban area,4,7300,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,Bus or coach (17 or more pass seats),Data missing or out of range,Back,2004
200401BS00344,21 - 25,3,Urban area,4,49,None,None,Data missing or out of range,Data missing or out of range,APRILIA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Motorcycle 50cc and under,Data missing or out of range,Front,2004
200401BS00345,46 - 55,2,Urban area,8,883,None,None,Data missing or out of range,Data missing or out of range,HARLEY-DAVIDSON,XL883C SPORTSTER,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Moving off,1,106,Data missing or out of range,Back,2004
200401BS00345,46 - 55,2,Urban area,9,12130,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Moving off,2,Goods 7.5 tonnes mgw and over,Data missing or out of range,Front,2004
200401BS00346,26 - 35,NA,Data missing or out of range,NA,1951,None,None,Data missing or out of range,Data missing or out of range,ROVER,75 CONNOISSEUR SE CDTI A,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,U-turn,2,109,Data missing or out of range,Offside,2004
200401BS00348,26 - 35,4,Urban area,6,125,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401BS00352,26 - 35,3,Urban area,8,124,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,ZIP 125,Petrol,Female,Skidded,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Did not impact,2004
200401BS00353,26 - 35,NA,Urban area,2,NA,None,None,Data missing or out of range,Data missing or out of range,YAMAHA,,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking moving vehicle - offside,2,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401BS00359,46 - 55,7,Urban area,7,5200,None,None,Data missing or out of range,Data missing or out of range,CHRYSLER,,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00361,26 - 35,NA,Urban area,4,NA,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,VIVARO 2700 DI SWB,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead left-hand bend,1,109,Data missing or out of range,Front,2004
200401BS00364,36 - 45,11,Urban area,8,954,None,None,Data missing or out of range,Data missing or out of range,CITROEN,AX 10 DEBUT,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00368,46 - 55,1,Urban area,5,2435,None,None,Data missing or out of range,Data missing or out of range,VOLVO,V70 S (140 BHP) AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,109,Data missing or out of range,Did not impact,2004
200401BS00370,26 - 35,6,Urban area,1,NA,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Bus or coach (17 or more pass seats),Data missing or out of range,Nearside,2004
200401BS00373,36 - 45,2,Urban area,2,1900,None,None,Data missing or out of range,Data missing or out of range,VOLKSWAGEN,SHARAN CARAT TDI,Heavy oil,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead left-hand bend,2,109,Data missing or out of range,Back,2004
200401BS00375,56 - 65,2,Data missing or out of range,NA,1598,None,None,Data missing or out of range,Data missing or out of range,RENAULT,MEGANE SCENIC EXP AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00377,46 - 55,10,Urban area,10,2495,None,None,Data missing or out of range,Data missing or out of range,LAND ROVER,110 DEFENDER COUNTY SWTDI,Heavy oil,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00383,Data missing or out of range,1,Data missing or out of range,NA,2148,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,E220 CDI ELEGANCE AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Offside,2004
200401BS00386,26 - 35,1,Urban area,9,49,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,ET2,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking moving vehicle - offside,2,Motorcycle 50cc and under,Data missing or out of range,Nearside,2004
200401BS00389,21 - 25,6,Urban area,7,1834,None,None,Data missing or out of range,Data missing or out of range,MITSUBISHI,CARISMA GLS GDI AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401BS00389,26 - 35,9,Urban area,5,3239,None,None,Data missing or out of range,Data missing or out of range,JAGUAR,XJ6 AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,3,109,Data missing or out of range,Back,2004
200401BS00390,Data missing or out of range,NA,Urban area,3,NA,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,2,Van / Goods 3.5 tonnes mgw or under,Data missing or out of range,Front,2004
200401BS00391,Data missing or out of range,1,Data missing or out of range,NA,2926,None,None,Data missing or out of range,Data missing or out of range,BMW,X5 D SPORT AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401BS00394,56 - 65,37,Urban area,3,NA,None,None,Data missing or out of range,Data missing or out of range,LEYLAND AEC,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Moving off,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401BS00395,26 - 35,5,Urban area,8,498,None,None,Data missing or out of range,Data missing or out of range,KAWASAKI,ER500-A3,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking moving vehicle - offside,1,106,Data missing or out of range,Front,2004
200401BS00395,Data missing or out of range,7,Urban area,5,2299,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,208D SWB,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,U-turn,2,Van / Goods 3.5 tonnes mgw or under,Data missing or out of range,Front,2004
200401BS00396,46 - 55,NA,Urban area,6,NA,None,None,Data missing or out of range,Data missing or out of range,MAN,,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401BS00397,26 - 35,8,Urban area,8,1753,None,None,Data missing or out of range,Data missing or out of range,FORD,FIESTA CLASSIC QUARTZ D,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,109,Data missing or out of range,Nearside,2004
200401BS00403,26 - 35,9,Urban area,3,400,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Nearside,2004
200401BS00404,21 - 25,2,Data missing or out of range,NA,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401BS00408,Data missing or out of range,12,Data missing or out of range,NA,1389,Previous accident,None,Data missing or out of range,Data missing or out of range,VAUXHALL,ASTRA LI,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,2,109,Data missing or out of range,Front,2004
200401BS00409,26 - 35,3,Data missing or out of range,NA,49,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,ET2,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Motorcycle 50cc and under,Data missing or out of range,Front,2004
200401BS00412,26 - 35,5,Urban area,6,650,None,None,Data missing or out of range,Data missing or out of range,SUZUKI,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking static vehicle - offside,2,106,Data missing or out of range,Front,2004
200401BS00413,26 - 35,NA,Urban area,6,748,None,None,Data missing or out of range,Data missing or out of range,DUCATI,749 BIP,Petrol,Male,Skidded,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,106,Data missing or out of range,Front,2004
200401BS00415,26 - 35,3,Urban area,1,7300,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401BS00417,56 - 65,3,Small town,9,3200,None,None,Data missing or out of range,Data missing or out of range,MITSUBISHI,SHOGUN DI-D CLASSIC LWB A,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00419,26 - 35,1,Urban area,7,49,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,ET2,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,Motorcycle 50cc and under,Data missing or out of range,Back,2004
200401BS00420,26 - 35,10,Urban area,2,1996,None,None,Data missing or out of range,Data missing or out of range,HONDA,ACCORD ES,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00420,26 - 35,NA,Urban area,8,NA,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,2,109,Data missing or out of range,Front,2004
200401BS00421,26 - 35,NA,Urban area,5,NA,None,None,Data missing or out of range,Data missing or out of range,RENAULT,KANGOO 865 1.9D,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking moving vehicle - offside,2,109,Data missing or out of range,Nearside,2004
200401BS00422,36 - 45,4,Urban area,3,8300,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,Bus or coach (17 or more pass seats),Data missing or out of range,Offside,2004
200401BS00422,26 - 35,NA,Urban area,6,NA,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,ARENA 2.5 LWB,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,2,Other vehicle,Data missing or out of range,Offside,2004
200401BS00424,26 - 35,6,Urban area,3,918,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Front,2004
200401BS00427,36 - 45,NA,Urban area,2,NA,None,None,Data missing or out of range,Data missing or out of range,RENAULT,,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Goods 7.5 tonnes mgw and over,Data missing or out of range,Front,2004
200401BS00428,Data missing or out of range,1,Data missing or out of range,NA,1397,None,None,Data missing or out of range,Data missing or out of range,SKODA,FABIA CLASSIC 8V,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401BS00429,16 - 20,2,Data missing or out of range,NA,1598,Parked vehicle,None,Data missing or out of range,Data missing or out of range,MINI,MINI ONE AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00434,26 - 35,NA,Urban area,9,124,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,VESPA ET4,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead left-hand bend,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401BS00436,26 - 35,NA,Urban area,8,NA,None,None,Data missing or out of range,Data missing or out of range,PEUGEOT,LOOXOR 100,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking moving vehicle - offside,1,Motorcycle 125cc and under,Data missing or out of range,Nearside,2004
200401BS00437,46 - 55,NA,Urban area,8,2402,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TXII GOLD AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,108,Data missing or out of range,Offside,2004
200401BS00438,16 - 20,12,Data missing or out of range,NA,1124,None,None,Data missing or out of range,Data missing or out of range,PEUGEOT,205 TRIO SX,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Nearside,2004
200401BS00443,26 - 35,10,Urban area,8,1389,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,ASTRA LS I AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,109,Data missing or out of range,Back,2004
200401BS00444,26 - 35,NA,Urban area,3,NA,None,None,Data missing or out of range,Data missing or out of range,IVECO-FORD,,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead left-hand bend,1,109,Data missing or out of range,Front,2004
200401BS00445,26 - 35,2,Data missing or out of range,NA,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401BS00446,46 - 55,2,Urban area,8,2401,None,None,Data missing or out of range,Data missing or out of range,VOLVO,S60 D5 S AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,U-turn,1,109,Data missing or out of range,Offside,2004
200401BS00446,46 - 55,NA,Urban area,10,4398,None,None,Data missing or out of range,Data missing or out of range,LAND ROVER,RANGE ROVER VOGUE V8 AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401BS00449,46 - 55,NA,Urban area,7,NA,None,None,Data missing or out of range,Data missing or out of range,GILERA,COGUAR,NA,Female,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,109,Data missing or out of range,Back,2004
200401BS00449,26 - 35,4,Data missing or out of range,NA,599,None,None,Data missing or out of range,Data missing or out of range,KAWASAKI,ZX600-J1,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking moving vehicle - offside,2,106,Data missing or out of range,Front,2004
200401BS00452,Data missing or out of range,3,Urban area,4,2671,None,None,Data missing or out of range,Data missing or out of range,AUDI,RS4 QUATTRO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,2,109,Data missing or out of range,Offside,2004
200401BS00453,Data missing or out of range,9,Data missing or out of range,NA,2438,None,None,Data missing or out of range,Data missing or out of range,TOYOTA,PREVIA SOLAIR AIR CON,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Parked,1,109,Data missing or out of range,Did not impact,2004
200401BS00454,36 - 45,7,Data missing or out of range,NA,487,None,None,Data missing or out of range,Data missing or out of range,SUZUKI,GS 500 EW,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Front,2004
200401BS00457,26 - 35,17,Data missing or out of range,NA,2962,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,300 SL AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Turning left,1,109,Data missing or out of range,Nearside,2004
200401BS00458,21 - 25,3,Urban area,2,124,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401BS00461,26 - 35,8,Urban area,2,1598,None,None,Data missing or out of range,Data missing or out of range,VOLKSWAGEN,POLO 1.6 GLX,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00462,36 - 45,2,Rural,7,3996,None,None,Data missing or out of range,Data missing or out of range,JAGUAR,SOVEREIGN V8 AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00466,26 - 35,14,Urban area,5,1360,None,None,Data missing or out of range,Data missing or out of range,CITROEN,AX 14 TGD DIESEL,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,109,Data missing or out of range,Back,2004
200401BS00468,46 - 55,3,Urban area,4,1769,None,None,Data missing or out of range,Data missing or out of range,NISSAN,PRIMERA S,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00468,21 - 25,8,Urban area,3,2494,None,None,Data missing or out of range,Data missing or out of range,BMW,323I AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,2,109,Data missing or out of range,Offside,2004
200401BS00469,36 - 45,10,Data missing or out of range,NA,1998,None,None,Data missing or out of range,Data missing or out of range,PEUGEOT,605 SVTI AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00469,26 - 35,NA,Urban area,3,NA,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,,NA,Female,None,No tow/articulation,Did not leave carriageway,0,Turning left,2,Motorcycle 50cc and under,Data missing or out of range,Back,2004
200401BS00472,46 - 55,2,Urban area,7,3226,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,E320 CDI ELEGANCE AUTO,Heavy oil,Female,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,109,Data missing or out of range,Front,2004
200401BS00475,36 - 45,10,Urban area,2,5958,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,Goods 7.5 tonnes mgw and over,Data missing or out of range,Front,2004
200401BS00476,36 - 45,11,Urban area,5,5480,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,2,Other vehicle,Data missing or out of range,Front,2004
200401BS00477,46 - 55,NA,Data missing or out of range,NA,49,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,ET2,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,Motorcycle 50cc and under,Data missing or out of range,Back,2004
200401BS00477,26 - 35,4,Data missing or out of range,NA,3199,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,SL320 AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401BS00479,26 - 35,NA,Urban area,10,NA,None,None,Data missing or out of range,Data missing or out of range,AUSTIN,MAESTRO L,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking static vehicle - offside,1,106,Data missing or out of range,Front,2004
200401BS00480,26 - 35,NA,Urban area,3,NA,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 SILVER AUTO,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Back,2004
200401BS00480,46 - 55,NA,Urban area,8,NA,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,COMBO 1700 DI,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,106,Data missing or out of range,Back,2004
200401BS00480,26 - 35,1,Urban area,2,1686,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,COMBO 1700 DI,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,3,Van / Goods 3.5 tonnes mgw or under,Data missing or out of range,Front,2004
200401BS00484,36 - 45,21,Urban area,3,1593,None,None,Data missing or out of range,Data missing or out of range,FORD,CAPRI LS 4SPD,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,109,Data missing or out of range,Back,2004
200401BS00488,36 - 45,1,Urban area,4,124,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,VESPA ET4,Petrol,Male,Skidded,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Nearside,2004
200401BS00489,26 - 35,5,Urban area,4,1850,None,None,Data missing or out of range,Data missing or out of range,HONDA,ACCORD 1.8I S,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Offside,2004
200401BS00493,46 - 55,NA,Urban area,3,NA,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TXII SILVER AUTO,NA,Male,None,No tow/articulation,Did not leave carriageway,0,U-turn,2,109,Data missing or out of range,Offside,2004
200401BS00494,26 - 35,NA,Urban area,4,2401,None,None,Data missing or out of range,Data missing or out of range,VOLVO,S80 SE D5 AUTO,Heavy oil,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Back,2004
200401BS00495,26 - 35,27,Data missing or out of range,NA,123,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401BS00496,21 - 25,4,Urban area,5,124,None,None,Data missing or out of range,Data missing or out of range,HONDA,CITY FLY CLR 125,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401BS00496,66 - 75,7,Urban area,7,1595,None,None,Data missing or out of range,Data missing or out of range,VOLKSWAGEN,GOLF GL AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401BS00497,46 - 55,NA,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,IVECO,,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking static vehicle - offside,1,109,Data missing or out of range,Front,2004
200401BS00499,36 - 45,14,Urban area,4,1997,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,200TE AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00499,26 - 35,4,Urban area,7,1997,None,None,Data missing or out of range,Data missing or out of range,CITROEN,XANTIA SX HDI,Heavy oil,Female,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Offside,2004
200401BS00501,36 - 45,7,Data missing or out of range,NA,2300,None,None,Data missing or out of range,Data missing or out of range,FORD,SCORPIO ULTIMA 16V AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Offside,2004
200401BS00502,21 - 25,23,Urban area,2,249,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,Skidded,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,106,Data missing or out of range,Offside,2004
200401BS00507,21 - 25,NA,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,RENAULT,TRAFIC T900D PRIMA SWB,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401BS00510,56 - 65,2,Urban area,NA,8268,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Parked,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401BS00512,Data missing or out of range,6,Data missing or out of range,NA,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 SILVER AUTO,Heavy oil,Not known,None,No tow/articulation,Did not leave carriageway,0,Overtaking moving vehicle - offside,2,108,Data missing or out of range,Nearside,2004
