Accident_Index,Age_Band_of_Driver,Age_of_Vehicle,Driver_Home_Area_Type,Driver_IMD_Decile,Engine_Capacity_.CC.,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Journey_Purpose_of_Driver,Junction_Location,make,model,Propulsion_Code,Sex_of_Driver,Skidding_and_Overturning,Towing_and_Articulation,Vehicle_Leaving_Carriageway,Vehicle_Location.Restricted_Lane,Vehicle_Manoeuvre,Vehicle_Reference,Vehicle_Type,Was_Vehicle_Left_Hand_Drive,X1st_Point_of_Impact,Year
200401BS00213,36 - 45,28,Urban area,3,744,None,None,Data missing or out of range,Data missing or out of range,TRIUMPH,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Back,2004
200401BS00214,21 - 25,3,Urban area,3,1390,None,None,Data missing or out of range,Data missing or out of range,VOLKSWAGEN,POLO 16V,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,109,Data missing or out of range,Nearside,2004
200401BS00215,36 - 45,5,Data missing or out of range,NA,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 BRONZE AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,108,Data missing or out of range,Front,2004
200401BS00215,46 - 55,NA,Urban area,4,NA,None,None,Data missing or out of range,Data missing or out of range,FORD,TRANSIT 350 LWB TD,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,2,Other vehicle,Data missing or out of range,Back,2004
200401BS00217,Data missing or out of range,3,Data missing or out of range,NA,7300,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Bus or coach (17 or more pass seats),Data missing or out of range,Nearside,2004
200401BS00220,46 - 55,10,Urban area,6,1781,None,None,Data missing or out of range,Data missing or out of range,VOLKSWAGEN,GOLF GL AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,109,Data missing or out of range,Back,2004
200401BS00220,Data missing or out of range,10,Urban area,6,1596,None,None,Data missing or out of range,Data missing or out of range,BMW,316 I TOURING LUX A,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401BS00224,56 - 65,16,Urban area,10,748,None,None,Data missing or out of range,Data missing or out of range,HONDA,VFR750F-J,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Changing lane to right,1,106,Data missing or out of range,Offside,2004
200401BS00225,Data missing or out of range,3,Urban area,4,8970,None,None,Data missing or out of range,Data missing or out of range,SCANIA,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Parked,2,Goods 7.5 tonnes mgw and over,Data missing or out of range,Offside,2004
200401BS00226,26 - 35,3,Urban area,5,124,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,VESPA ET4,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Overtaking static vehicle - offside,1,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401BS00230,46 - 55,NA,Urban area,5,NA,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TXII SILVER AUTO,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,1,109,Data missing or out of range,Front,2004
200401BS00234,21 - 25,1,Urban area,9,11021,None,None,Data missing or out of range,Data missing or out of range,SCANIA,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,1,Goods 7.5 tonnes mgw and over,Data missing or out of range,Front,2004
200401BS00237,21 - 25,NA,Urban area,4,NA,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,CORSA GLS 12V,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Front,2004
200401BS00238,26 - 35,4,Urban area,6,955,None,None,Data missing or out of range,Data missing or out of range,TRIUMPH,DAYTONA 955I,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Front,2004
200401BS00240,36 - 45,7,Urban area,1,1998,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,E200 ELEGANCE A,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Offside,2004
200401BS00242,36 - 45,1,Urban area,6,953,None,None,Data missing or out of range,Data missing or out of range,KAWASAKI,ZR 1000 A1H,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Front,2004
200401BS00242,16 - 20,3,Urban area,3,2979,Previous accident,None,Data missing or out of range,Data missing or out of range,BMW,330 CI SPORT AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,3,109,Data missing or out of range,Front,2004
200401BS00247,46 - 55,6,Urban area,4,2498,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,VECTRA ARCTIC V6,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,2,109,Data missing or out of range,Nearside,2004
200401BS00248,26 - 35,NA,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,LEYLAND AEC,,Heavy oil,Female,None,No tow/articulation,Did not leave carriageway,0,Turning left,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401BS00250,36 - 45,2,Urban area,4,2171,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,VECTRA ELEGANCE DTI 16V,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,2,109,Data missing or out of range,Back,2004
200401BS00251,26 - 35,1,Urban area,6,1984,None,None,Data missing or out of range,Data missing or out of range,AUDI,A4 SPORT AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,3,109,Data missing or out of range,Front,2004
200401BS00258,36 - 45,1,Urban area,2,3498,Previous accident,None,Data missing or out of range,Data missing or out of range,RENAULT,VEL SATIS INITIALE V6 AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,3,109,Data missing or out of range,Back,2004
200401BS00262,36 - 45,10,Urban area,4,1794,None,None,Data missing or out of range,Data missing or out of range,VOLVO,440 SI,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,109,Data missing or out of range,Front,2004
200401BS00262,26 - 35,5,Urban area,2,1870,None,None,Data missing or out of range,Data missing or out of range,RENAULT,KANGOO 865 1.9D,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,U-turn,2,Van / Goods 3.5 tonnes mgw or under,Data missing or out of range,Front,2004
200401BS00264,Data missing or out of range,3,Data missing or out of range,NA,1850,None,None,Data missing or out of range,Data missing or out of range,HONDA,ACCORD VTEC SPORT,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,2,109,Data missing or out of range,Front,2004
200401BS00266,36 - 45,7,Urban area,4,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 BRONZE AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,108,Data missing or out of range,Nearside,2004
200401BS00270,46 - 55,1,Small town,7,4398,None,None,Data missing or out of range,Data missing or out of range,LAND ROVER,RANGE ROVER VOGUE V8 AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,1,109,Data missing or out of range,Nearside,2004
200401BS00271,21 - 25,NA,Small town,9,NA,None,None,Data missing or out of range,Data missing or out of range,RENAULT,KANGOO SL17 DCI 70+,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401BS00272,26 - 35,6,Urban area,2,1994,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,VECTRA TOURER DTI,Heavy oil,Female,None,No tow/articulation,Did not leave carriageway,0,Turning right,2,109,Data missing or out of range,Offside,2004
200401BS00274,36 - 45,NA,Rural,8,NA,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,ET2,NA,Female,Skidded,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,Motorcycle 50cc and under,Data missing or out of range,Did not impact,2004
200401BS00275,26 - 35,7,Data missing or out of range,NA,1085,None,None,Data missing or out of range,Data missing or out of range,BMW,R1100 RT,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,1,106,Data missing or out of range,Front,2004
200401BS00276,26 - 35,41,Urban area,5,123,None,None,Data missing or out of range,Data missing or out of range,PIAGGIO,,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Overtaking static vehicle - offside,2,Motorcycle 125cc and under,Data missing or out of range,Front,2004
200401BS00280,36 - 45,5,Urban area,8,NA,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401BS00285,36 - 45,NA,Urban area,5,NA,None,None,Data missing or out of range,Data missing or out of range,MITSUBISHI,L200 WARRIOR LWB,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,2,109,Data missing or out of range,Front,2004
200401BS00286,Data missing or out of range,4,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,DENNIS,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,2,Bus or coach (17 or more pass seats),Data missing or out of range,Front,2004
200401BS00287,26 - 35,NA,Data missing or out of range,NA,NA,None,None,Data missing or out of range,Data missing or out of range,VOLKSWAGEN,800 SPECIAL TD SWB,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Moving off,1,Other vehicle,Data missing or out of range,Nearside,2004
200401BS00288,56 - 65,4,Urban area,9,9600,None,None,Data missing or out of range,Data missing or out of range,VOLVO,,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Slowing or stopping,1,Bus or coach (17 or more pass seats),Data missing or out of range,Did not impact,2004
200401BS00289,36 - 45,1,Data missing or out of range,NA,996,None,None,Data missing or out of range,Data missing or out of range,HONDA,XL 1000 V-4,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead right-hand bend,1,106,Data missing or out of range,Front,2004
200401BS00292,21 - 25,17,Urban area,10,398,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Front,2004
200401BS00292,26 - 35,2,Urban area,6,3199,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,C320 ELEGANCE AUTO,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,U-turn,2,109,Data missing or out of range,Front,2004
200401BS00293,26 - 35,7,Urban area,NA,1998,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,E200 AVANTGARDE A,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,2,109,Data missing or out of range,Back,2004
200401BS00295,36 - 45,3,Urban area,2,1149,None,None,Data missing or out of range,Data missing or out of range,RENAULT,CLIO DYNAMIQUE 16V,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Waiting to go - held up,1,109,Data missing or out of range,Back,2004
200401BS00297,26 - 35,NA,Urban area,3,2461,None,None,Data missing or out of range,Data missing or out of range,VOLKSWAGEN,LT 35 TDI LWB,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,2,Van / Goods 3.5 tonnes mgw or under,Data missing or out of range,Offside,2004
200401BS00298,56 - 65,11,Urban area,6,2199,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,E220 AUTO,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Parked,1,109,Data missing or out of range,Offside,2004
200401BS00299,21 - 25,2,Urban area,2,1896,None,None,Data missing or out of range,Data missing or out of range,AUDI,A3 TDI,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Moving off,1,109,Data missing or out of range,Offside,2004
200401BS00300,Data missing or out of range,1,Data missing or out of range,NA,2354,None,None,Data missing or out of range,Data missing or out of range,HONDA,ACCORD VTEC EXECUTIVE A,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Reversing,1,109,Data missing or out of range,Back,2004
200401BS00301,Data missing or out of range,7,Data missing or out of range,NA,1747,None,None,Data missing or out of range,Data missing or out of range,FIAT,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning left,2,109,Data missing or out of range,Offside,2004
200401BS00302,26 - 35,5,Urban area,5,1898,None,None,Data missing or out of range,Data missing or out of range,MERCEDES,A190 AVANTGARDE,Petrol,Female,None,No tow/articulation,Did not leave carriageway,0,Overtaking moving vehicle - offside,1,109,Data missing or out of range,Back,2004
200401BS00309,21 - 25,14,Urban area,1,398,None,None,Data missing or out of range,Data missing or out of range,HONDA,,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Front,2004
200401BS00309,21 - 25,7,Urban area,2,1389,None,None,Data missing or out of range,Data missing or out of range,VAUXHALL,CORSA BREEZE HI-TORQ,Petrol,Male,None,No tow/articulation,Did not leave carriageway,0,Turning right,2,109,Data missing or out of range,Nearside,2004
200401BS00312,21 - 25,NA,Urban area,1,NA,None,None,Data missing or out of range,Data missing or out of range,HONDA,CBR900RR,NA,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,106,Data missing or out of range,Nearside,2004
200401BS00315,21 - 25,1,Urban area,5,1896,None,None,Data missing or out of range,Data missing or out of range,VOLKSWAGEN,BORA TDI SE TIPTRONIC,Heavy oil,Female,None,No tow/articulation,Did not leave carriageway,0,Turning left,1,109,Data missing or out of range,Nearside,2004
200401BS00317,46 - 55,5,Urban area,10,2664,None,None,Data missing or out of range,Data missing or out of range,LONDON TAXIS INT,TX1 BRONZE AUTO,Heavy oil,Male,None,No tow/articulation,Did not leave carriageway,0,Going ahead other,1,108,Data missing or out of range,Offside,2004
